,itemID,title,author,publisher,main topic,subtopics,sessionID,click,basket,order,total_basket,lang,cluster
7073,43049,Schattenengel Buch 1 - Erde,Sara Brandt,Eisermann,FMB,"[FBA,FMB,FMR,FN]",11953.0,1.0,0.0,0.0,2,de,5
7074,60082,Pandora in the Crimson Shell: Ghost Urn Vol. 12,Masamune Shirow,SEVEN SEAS PR,XAM,[],11956.0,1.0,0.0,0.0,2,en,0
7075,47243,Grandpa Was an Astronaut,Jonathan Meres,Barrington Stoke Ltd,YFB,[],11964.0,1.0,0.0,0.0,2,en,3
7076,24046,Die Flipflop-Bande,Cornelia Franz,dtv Verlagsgesellschaft,YXHB,"[5AK,YFC,YFM,YN,YXHB]",11966.0,1.0,0.0,0.0,2,af,1
7077,11556,"Eva Evergreen, Semi-Magical Witch",Julie Abe,Hachette Book Group USA,YFHD,"[YFG,YNXB,YNXW,YXD]",11972.0,1.0,0.0,0.0,3,ca,3
7078,16658,"Eva Evergreen, Semi-Magical Witch",Julie Abe,"Little, Brown & Company",YNXB,"[YFH,YNXW,YXD]",,,,,3,ca,3
7079,66220,"Cherub Vol 2, Book 4: Lone Wolf",Robert Muchamore,HODDER & STOUGHTON,YFCB,[YFCF],11978.0,1.0,0.0,0.0,2,en,1
7080,7277,The Unspoken Name,A. K. Larkwood,TOR BOOKS,FMB,[],11980.0,5.0,0.0,0.0,8,en,8
7081,41354,The Unspoken Name,A. K. Larkwood,Pan Macmillan,FMB,"[FXB,FXD]",11980.0,11.0,0.0,0.0,8,en,8
7082,66569,Ich bin Gideon,Tamsyn Muir,Heyne Taschenbuch,FLS,[],11980.0,1.0,0.0,0.0,20,de,7
7083,56939,The Bridge Kingdom,Danielle L. Jensen,LIGHTNING SOURCE INC,FMR,[],11983.0,1.0,0.0,0.0,33,en,8
7084,34156,OPERATION SIBIRIEN,William Meikle,LUZIFER-Verlag,FKM,"[FKM,FLR,FMW]",11987.0,1.0,0.0,0.0,11,de,5
7085,49298,Es geschah im Nachbarhaus,Willi Fährmann,Arena Verlag GmbH,YFY,[5AP],11988.0,0.0,0.0,1.0,25,de,3
7086,49479,Der Zweihundertjährige,Isaac Asimov,Heyne Taschenbuch,FYB,"[FL,FYB,FYT]",11993.0,0.0,1.0,0.0,12,de,10
7087,14977,"Ich, der Roboter",Isaac Asimov,Heyne Taschenbuch,FYB,"[FL,FYB,FYT]",11993.0,0.0,1.0,0.0,32,de,7
7088,12388,Kritzelbuch Mädchen,,Adrian Verlag,YBGC,"[YBLD,YBLH,YBLL,YBLN,YZG]",11995.0,5.0,0.0,0.0,9,de,3
7089,71386,Winterpferde,Philip Kerr,Rowohlt Taschenbuch,YFCW,"[5AP,1DTN,YFC,YFT,YXZM,3MPBL]",12005.0,1.0,0.0,0.0,3,de,2
7090,5229,Weltentor - Science Fiction (2016),Mark Freier,NOEL-Verlag,DNT,[FL],12006.0,1.0,0.0,0.0,5,en,8
7091,59789,Red Rising 01,Pierce Brown,Heyne Taschenbuch,YFG,"[5AQ,FL]",12006.0,4.0,1.0,0.0,48,en,0
7092,73692,2021,Edward van der Straaten,SWB Media Publishing,FD,[FHP],12006.0,1.0,0.0,0.0,5,other,14
7093,26216,Red Rising - Tag der Entscheidung,Pierce Brown,Heyne Taschenbuch,FLS,"[FLS,FM,FYT]",12006.0,1.0,1.0,0.0,9,de,5
7094,7225,Red Rising - Asche zu Asche,Pierce Brown,Cross Cult,FL,"[FL,FM,Y]",12006.0,2.0,2.0,0.0,10,de,5
7095,56946,Mein Rätselspaß: Pferde und Ponys,Simon Tudhope,Usborne Verlag,YNVP,"[5AG,YBL]",12014.0,1.0,1.0,0.0,4,de,0
7096,26411,Kratzelzauber Color Pferde (Kratzelbuch in Pferdekopfform),frechverlag,Frech Verlag GmbH,YBGC,"[5,5A,5AF,5J,5JA,5JB,Y,YB,YBG,YBGC]",12014.0,1.0,1.0,0.0,2,de,3
7097,7918,Kratzelzauber mit Kratzwerkzeug Auf dem Reiterhof,Josephine Jones,Frech Verlag GmbH,YBGC,"[5AF,5JA]",12014.0,1.0,1.0,0.0,3,de,3
7098,28119,Mein Pony und Pferde Malbuch,,moses. Verlag GmbH,YBL,[YZ],12014.0,1.0,0.0,0.0,2,de,0
7099,37945,Welt am Draht,"Fritz Müller-Scherz, Rainer Werner Fassbinder",Matthes & Seitz Verlag,FL,[],12015.0,2.0,0.0,0.0,13,de,8
7100,75129,Simulacron-3,Daniel F. Galouye,HJB Verlag & Shop KG,FL,[],12015.0,1.0,0.0,0.0,16,ro,19
7101,38643,Science Fiction Hall of Fame. Bd.1,,Golkonda Verlag,,"[DNT,FYB]",12015.0,1.0,0.0,0.0,3,en,0
7102,37507,Science Fiction Hall of Fame 2,,Golkonda Verlag,FLC,"[DNT,FYB]",12015.0,1.0,0.0,0.0,5,en,5
7103,51338,2086 - Sturz in die Zukunft,Robert A. Heinlein,Mantikore Verlag,FLC,"[FLG,FLP]",12015.0,1.0,0.0,0.0,9,de,10
7104,12413,Gladiator: Son of Spartacus,Simon Scarrow,Penguin Random House Children's UK,YFB,[5AK],12016.0,1.0,0.0,0.0,1,en,3
7105,33568,Star Trek - Corps of Engineers,"Jeff Mariotte, Mike Collins, Ian Edginton, Robert ",Cross Cult,FL,[],12019.0,1.0,0.0,0.0,3,en,5
7106,30955,Glacies,Sarah Stankewitz,Books on Demand,FM,[FR],12022.0,1.0,0.0,0.0,4,es,7
7107,78313,Glacies,Sarah Stankewitz,Books on Demand,FM,[FR],,,,,4,es,7
7108,64722,Teenage Mutant Ninja Turtles Animated Volume 3 The Showdown,J.R. Ventimilia,Idea & Design Works,XADC,[YF],12024.0,1.0,0.0,0.0,15,en,2
7109,7309,Stoneheart 1: Geraubte Flamme,Asuka Lionera,Carlsen Verlag GmbH,YFHR,"[5AT,5JA,6FG,FMB,FMR,FN,FRT,YFHR]",12031.0,2.0,1.0,0.0,30,de,2
7110,60305,Mummy Fairy and Me: Mermaid Magic,Sophie Kinsella,Penguin Books Ltd (UK),YFH,"[5AF,YFN]",12034.0,1.0,0.0,0.0,29,en,0
7111,63883,Nach der Zerstörung,Rebekka Gusia,Books on Demand,FLQ,[],12043.0,1.0,0.0,0.0,41,de,5
7112,13576,Raven Cycle 1. The Raven Boys,Maggie Stiefvater,Scholastic Ltd.,YFH,"[5AN,5AP,YFM]",12046.0,2.0,0.0,0.0,50,en,0
7113,58463,Kritzkratz-Spaß Tiere,,Ars Edition GmbH,YBG,"[5AF,YBL]",12049.0,2.0,0.0,0.0,2,de,3
7114,14988,Reaching Refuge,Annie Anderson,Annie Anderson,FRM,[],12056.0,1.0,0.0,0.0,2,de,5
7115,74097,Mandala Malbuch für Kinder,Young Dreamers Press,Young Dreamers Press,YBGC,[],12066.0,1.0,0.0,0.0,5,de,0
7116,8335,Im Schatten der Wächter,Graham Gardner,Freies Geistesleben GmbH,YFS,"[5AP,YFB,YFS]",12087.0,1.0,0.0,0.0,23,de,3
7117,11426,Gods of Jade and Shadow,Silvia Moreno-Garcia,Quercus Publishing,FM,[],12088.0,1.0,0.0,0.0,9,en,7
7118,76611,The Land of Stories: Beyond the Kingdoms,Chris Colfer,Hachette Children's Group,YFB,"[5AJ,YFC,YFJ]",12090.0,1.0,0.0,0.0,4,en,2
7119,64370,The Land of Stories: Beyond the Kingdoms,Chris Colfer,"Little, Brown Books for Young Readers",YFJ,[],27438.0,1.0,0.0,0.0,4,en,2
7120,52854,Stranger Than Fanfiction,Chris Colfer,"Little, Brown Book Group",YFB,[5AN],12090.0,1.0,0.0,0.0,8,en,2
7121,10424,Stranger Than Fanfiction,Chris Colfer,LITTLE BROWN & CO,YXHB,"[YFC,YXG]",106446.0,1.0,0.0,0.0,8,en,2
7122,890,Elua na'i-Zwei Wege,Sonja Girisch,Books on Demand,FLP,"[5AN,5PB-US-E,FRM]",12091.0,1.0,0.0,0.0,8,de,7
7123,61028,Diary,Svetlana Chmakova,"Little, Brown & Company",XADC,[YF],12093.0,1.0,0.0,0.0,2,af,1
7124,33952,Black Dagger 02. Blutopfer,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB-US-NAK,FRX,FYT]",12097.0,0.0,0.0,1.0,8,da,10
7125,45890,Black Dagger 03. Ewige Liebe,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB-US-NAK,FRX,FYT]",12097.0,0.0,0.0,1.0,9,de,10
7126,77118,Zorn des Geliebten,J. R. Ward,Heyne Taschenbuch,FMR,[],12097.0,0.0,0.0,1.0,12,de,8
7127,66101,Das Eselchen und der kleine Engel,Otfried Preußler,Thienemann,YBCS,"[5AD,5HPD,5HRD,QRM,YBL]",12104.0,1.0,1.0,0.0,13,de,1
7128,28126,Die Templer im Schatten 2: Blutregen,Stefan Burban,Atlantis Verlag,FMH,[5JB],12106.0,1.0,0.0,0.0,9,de,10
7129,54330,Kim,Rudyard Kipling,Pan Macmillan,YFC,"[5AN,YFT]",12110.0,1.0,0.0,0.0,3,sw,6
7130,24021,Kim,Rudyard Kipling,Dover Publications Inc.,YFA,[],,,,,3,sw,6
7131,68390,Kim,Rudyard Kipling,ALMA BOOKS,YFA,[YFC],,,,,3,sw,6
7132,5835,Kim,Rudyard Kipling,Vintage Publishing,YFA,[],,,,,3,sw,6
7133,67591,INK 1,Alice Broadway,Scholastic Ltd.,YFB,"[5AN,5AQ]",12111.0,1.0,0.0,0.0,10,en,3
7134,45107,Freundebuch - Kuschelfreunde - Meine Freunde (Tiger),,Coppenrath F,YBL,"[5JA,YBG,YZS]",12114.0,1.0,0.0,0.0,34,de,3
7135,23705,Ich sehe was - und was siehst du?,Eva König,Beltz,YBL,[],12125.0,5.0,0.0,0.0,1,de,3
7136,22765,Each Peach Pear Plum,Janet Ahlberg,PUFFIN BOOKS,YFA,[],12131.0,1.0,0.0,0.0,11,en,3
7137,35962,Mummenschanz / Hohle Köpfe,Terry Pratchett,Goldmann TB,FBA,"[FBA,FMK,FYT]",12136.0,1.0,0.0,0.0,3,de,5
7138,2309,The Rest of Us Just Live Here,Patrick Ness,Harper Collins Publ. USA,YXHB,"[5AQ,YFN,YXF]",12140.0,1.0,0.0,0.0,8,en,2
7139,23530,The Rest of Us Just Live Here,Patrick Ness,Walker Books Ltd,YFB,[],,,,,8,en,2
7140,20979,Dragonsworn: A Dark-Hunter Novel,SHERRILYN KENYON,ST MARTINS PR,FRT,[FM],12142.0,1.0,0.0,0.0,2,en,7
7141,4872,Elloani,Anke Becker,Books on Demand,FMB,"[FMB,FMR]",12156.0,1.0,0.0,0.0,11,ca,7
7142,40813,Beherrscht von den Berserkern,Lee Savino,Silverwood Press,FRT,[],12161.0,1.0,0.0,0.0,6,de,10
7143,28023,Marvel Spider-Man Freundebuch,,Panini Verlags GmbH,WZG,"[5AF,WZG,YBG,YDA,YZG]",12164.0,1.0,1.0,0.0,25,de,0
7144,9976,Disney Cars Kindergartenfreundebuch,"Pixar, Walt Disney",Panini Verlags GmbH,WZG,"[5AC,YBL]",12164.0,1.0,1.0,0.0,20,de,3
7145,78698,Das samsige Quatsch- und Rätselbuch,Paul Maar,Oetinger Taschenbuch GmbH,YNVP,"[5AJ,WDK,YBG,YF,YNU,YNVP,YNX,YZG]",12165.0,1.0,0.0,0.0,5,de,1
7146,21525,Under the Whispering Door,TJ Klune,TOR BOOKS,FMK,[5PSG],12168.0,1.0,0.0,0.0,7,en,8
7147,1220,Fire (Die Elite 2),Vivien Summer,Carlsen Verlag GmbH,YFHR,"[5AQ,FM,FMM,FMR,FMX,FN,FR,FRM,FXB,YFE,YFH,YFHR,YFJ,YFM]",12170.0,1.0,0.0,0.0,13,af,3
7148,41550,Spark (Die Elite 1),Vivien Summer,Carlsen Verlag GmbH,YFHR,"[5AQ,YFE]",12170.0,1.0,0.0,0.0,17,af,0
7149,51739,Deadly,Sara Shepard,"Little, Brown Book Group",YFB,[],12171.0,1.0,0.0,0.0,11,cy,1
7150,77337,Der Junge auf der Holzkiste. Wie Schindlers Liste mein Leben rettete,"Elizabeth B. Leyson, Marilyn J. Harran",FISCHER KJB,YXZW,"[5AN,1DTP,1KBB-US-WPCA,YFCW,YNB,YXZW,3MPBGJ-DE-H]",12183.0,1.0,0.0,0.0,35,de,1
7151,65866,Dork Diaries 14,Rachel Renee Russell,Simon + Schuster UK,YFQ,"[5AK,YFB]",12184.0,1.0,0.0,0.0,7,af,3
7152,66038,Kuma Kuma Kuma Bear (Manga) Vol. 3,Kumanano,SEVEN SEAS PR,XAM,[],12188.0,1.0,0.0,0.0,32,id,15
7153,59579,Portal to Erytheum,Robert B. Goos,Lulu Publishing Services,FL,[],12190.0,1.0,0.0,0.0,1,en,5
7154,32536,Reise eines Erdbewohners in den Mars,Carl Ignaz Geiger,Severus,FL,"[1ZMCF,FLS,FYB,TTDX,3ML]",12191.0,1.0,0.0,0.0,1,de,5
7155,61350,Reise eines Erdbewohners in den Mars,Carl Ignaz Geiger,Severus,FL,"[1ZMCF,FLS,FYB,3ML]",,,,,1,de,5
7156,7012,Im Zeichen der Zauberkugel 1: Das Abenteuer beginnt,Stefan Gemmel,Carlsen Verlag GmbH,YFB,"[5AH,5AJ,5LD,4CD,YFC,YFH,YFM,YFQ]",12195.0,1.0,1.0,0.0,37,de,3
7157,63677,Blutbraut,Lynn Raven,cbt,YFHR,"[5AP,5AX,1KBB-US-NEMB,1KBB-US-WPC,FMR,FMT,FMX,YFHR]",12197.0,1.0,0.0,0.0,15,lv,15
7158,73990,Die Nomen,Terry Pratchett,Piper Verlag GmbH,FMK,[5AQ],12197.0,1.0,0.0,0.0,15,af,10
7159,50531,The Black Company - Seelenfänger: Ein Dark-Fantasy-Roman von Kult Autor Glen Cook,Glen Cook,Mantikore Verlag,FKW,"[FKW,FMB]",12197.0,1.0,0.0,0.0,14,de,8
7160,6985,Porta Immortalis,Stefan Barth,Books on Demand,FLQ,"[5AX,FMM]",12197.0,1.0,0.0,0.0,1,pt,4
7161,29186,Amanda von Waisland,Angela Rose Burkart,Oldib Verlag,FMB,[],12197.0,1.0,0.0,0.0,2,nl,14
7162,68882,Amanda von Waisland,Angela Rose Burkart,Oldib Verlag,FMB,[],67341.0,1.0,0.0,0.0,2,nl,14
7163,56788,Amanda von Waisland,Angela Rose Burkart,Oldib Verlag,FMB,[],,,,,2,nl,14
7164,49771,Im Bann des Walknut: Schwertgesang,Rolf Suter,Elvea,FMH,"[FK,3K,3KH]",12197.0,1.0,0.0,0.0,1,de,7
7165,17744,Seelenkuss,Lynn Raven,cbt,YFH,"[5AP,5JA,FMB,FMT,FRV]",12197.0,1.0,0.0,0.0,14,fi,0
7166,74541,Luzifer - des Teufels Sünden,Stella Tack,Herzsprung Verlag,QRYX5,"[1DFA,FDB,FMR]",12197.0,1.0,0.0,0.0,30,de,7
7167,70167,Misericordia. Die sieben Werke der Barmherzigkeit,B. Movie,Acabus Verlag,FMT,"[5LK,FMW,FMX,QRA,3MRB]",12197.0,1.0,0.0,0.0,2,de,5
7168,71252,KOIMONOGATARI,Nisioisin,Random House LCC US,FKW,"[FB,FMW,FYV]",12200.0,1.0,0.0,0.0,28,sw,11
7169,36978,Die Countom Saga,Andreas Locht,tredition,FB,[],12203.0,1.0,0.0,0.0,10,de,10
7170,73689,Die Countom Saga,Andreas Locht,tredition,FB,[],12203.0,1.0,0.0,0.0,10,de,10
7171,46904,Sing mal (Soundbuch): Lieder rund ums Jahr,,Carlsen Verlag GmbH,YBLJ,"[5ABK,YBCB,YBG,YBL,YF,YNCS]",12206.0,1.0,0.0,0.0,30,de,0
7172,54633,The Girl of Fire and Thorns,Rae Carson,Harper Collins Publ. USA,YFH,[5AJ],12208.0,1.0,0.0,0.0,18,en,2
7173,5024,"Paris, du und ich",Adriana Popescu,cbj,YXHB,"[5AN,1DDF-FR-LAA,YFM]",12212.0,1.0,0.0,0.0,13,de,0
7174,24164,Infinity Reaper,Adam Silvera,Harper Collins Publ. USA,YFH,"[YFN,YXF]",12221.0,2.0,0.0,0.0,27,en,3
7175,40420,Infinity Reaper,Adam Silvera,Simon + Schuster UK,YFHR,"[YFB,YNXB,YNXW,YXG,YXHL]",64524.0,1.0,0.0,0.0,27,en,3
7176,59489,The Rainbow Fish/Bi: Libri - Eng/Vietnamese PB,Marcus Pfister,NORTHSOUTH BOOKS,YXHB,[YFP],12230.0,1.0,0.0,0.0,2,en,2
7177,54764,Spielplätze,Labor Ateliergemeinschaft,"Beltz GmbH, Julius",YBG,[YBL],12234.0,1.0,0.0,0.0,4,de,0
7178,11389,"Weißt du schon, wie lieb Gott dich hat?","Franz Hübner, Markus Humbach",Guetersloher Verlagshaus,YBCS,"[5AC,5PGM,YBL,YNRM]",12235.0,4.0,1.0,0.0,6,de,2
7179,56307,The Winterhouse Mysteries,Ben Guterson,Palgrave USA,YFH,[],12237.0,1.0,0.0,0.0,9,en,2
7180,65809,DÄMONENJÄGER (Southern Watch 1),Robert J. Crane,LUZIFER-Verlag,FKM,"[FMK,FMX,FN]",12238.0,1.0,0.0,0.0,30,en,7
7181,50442,Eine offene Rechnung,David Grossman,DTV,YFB,"[5AL,1FBH,3MPQS]",12240.0,1.0,0.0,0.0,1,de,3
7182,74003,Trecker kommt mit,"Finn-Ole Heinrich, Dita Zipfel",Mairisch Verlag,YBCS,"[5AC,WGCT,YBL]",12241.0,1.0,0.0,0.0,14,sv,6
7183,23270,Ball der Vampire,Charlaine Harris,dtv Verlagsgesellschaft,FMR,"[1KBB-US-SWL,1KBB-US-SWLN,FMK,FMW,FU,FYT]",12242.0,1.0,0.0,0.0,2,ca,10
7184,42376,"Midnight, Texas - Geisterstunde",Charlaine Harris,Heyne Taschenbuch,FMX,"[1KBB-US-SWT,3MR]",12242.0,1.0,0.0,0.0,9,de,5
7185,6822,Die schönsten Kinderspiele aus aller Welt,Nicola Berger,moses. Verlag GmbH,YBL,"[5AG,WD]",12249.0,1.0,0.0,0.0,9,de,3
7186,50245,Mein Anziehpuppen-Stickerbuch: Ein neues Schuljahr,Fiona Watt,Usborne Verlag,YBG,"[5AF,YBL]",12252.0,1.0,0.0,0.0,27,de,0
7187,8846,Das Spiel der Götter (10) - Die Feuer der Rebellion,Steven Erikson,Blanvalet Taschenbuchverl,FMB,"[FMH,FYT]",12256.0,1.0,1.0,0.0,3,de,10
7188,12180,Any Way the Wind Blows,Rainbow Rowell,Macmillan USA,YFHR,[],12261.0,2.0,0.0,0.0,31,en,1
7189,23020,Any Way the Wind Blows,Rainbow Rowell,Pan Macmillan,YFHR,"[5AN,5PS,YFM,YXB]",23228.0,1.0,0.0,0.0,31,en,1
7190,2422,Finde den Osterhasen. Lustige Osterrätsel für Kinder ab 5,Silke Reimers,Arena Verlag GmbH,YNVP,"[5AF,5HPF,YBG,YBL]",12264.0,2.0,0.0,0.0,32,de,3
7191,72102,Mission Mystery - Ein Haus voller Rätsel: Spurensuche im Olymp - Band 4,Paul Martin,Edition Michael Fischer,WDK,"[5AL,WDK,YBG,YBL,YFC]",12267.0,1.0,2.0,1.0,4,de,0
7192,18394,Throne of Glass 03. Heir of Fire,Sarah J. Maas,Bloomsbury UK,YFB,"[5AN,YFH]",12275.0,1.0,1.0,0.0,25,en,2
7193,59247,Das große Bastelbuch für Mädchen,frechverlag,Frech Verlag GmbH,WFTM,"[5,5A,5AD,5J,5JA,WFH,WFJ,WFT,WFTM,YB,YBG,YBL]",12280.0,1.0,0.0,0.0,29,de,1
7194,57558,Rot oder Blau - Du hast die Wahl,Manfred Theisen,cbt,YFB,"[5AN,1DFG-DE-UR,YFB,YP,YXQ,YXZ,3MRBF]",12283.0,1.0,0.0,0.0,12,de,0
7195,64299,Lucky Luke 61 - Daisy Town,Morris & Goscinny,Cinebook Ltd,XADC,[YF],12284.0,1.0,0.0,0.0,1,en,0
7196,17011,The Rainbow Serpent: A Kulipari Novel,"Trevor Pryce, Joel Naftali",ABRAMS,YFC,[YFP],12287.0,1.0,0.0,0.0,13,en,2
7197,74089,"God, Man, and The Machine",Daniel Strasel,Daniel Strasel,FL,[],12288.0,1.0,0.0,0.0,1,en,7
7198,9602,Marcelo in the Real World,Francisco X. Stork,SCHOLASTIC,YFM,[YXE],12294.0,1.0,0.0,0.0,2,en,0
7199,4900,The Animals of Farthing Wood: The Adventure Begins,Colin Dann,Penguin Random House Children's UK,YFA,[5AH],12298.0,1.0,0.0,0.0,1,en,2
7200,58233,Interesting Times,Terry Pratchett,Orion Publishing Co,FM,[],12300.0,1.0,0.0,0.0,39,en,7
7201,63601,Drakhim - Die Drachenkrieger,Uschi Zietsch,Fabylon Verlag,FMB,[],12306.0,2.0,0.0,0.0,2,de,7
7202,5975,Stretch Armstrong And The Flex Fighters,"Chris Wyatt, Kevin Burke",Idea & Design Works,XADC,[YF],12308.0,1.0,0.0,0.0,4,en,2
7203,20272,Skulduggery Pleasant 02. Das Groteskerium kehrt zurück,Derek Landy,Loewe Verlag GmbH,VXQM3,"[5AN,5JA,5JB,4CN,1DDR,FFD,FK,FN,JBGB,VXQM3,YFB,YFC,YFCF,YFD,YFH,YFQ,YNXB3]",12309.0,1.0,0.0,0.0,17,de,0
7204,43618,Im Sternbild des Zentauren,Verena Rank,DEAD SOFT Verlag,FRT,"[5PSG,FM]",12319.0,3.0,0.0,0.0,11,de,7
7205,52163,In Other Lands,Sarah Rees Brennan,Small Beer Press,YFH,[YFJ],12322.0,1.0,0.0,0.0,6,en,3
7206,26300,"Destiny Grimoire Anthology, Volume II: Fallen Kingdoms",,Ingram Publisher Services,FLR,[],12323.0,1.0,0.0,0.0,5,en,10
7207,54739,Secret Elements 3: Im Auge des Orkans,Johanna Danninger,Carlsen Verlag GmbH,YFHR,"[5AQ,FBA,FDK,FMK,FMR,FMX,FN,FRD,FRM,FXB,FXS,YFB,YFC,YFJ,YFM]",12334.0,1.0,1.0,0.0,7,de,0
7208,3277,Im Bann der Erde,Johanna Danninger,Carlsen Verlag GmbH,YFHR,"[5AQ,FDK,FMR,FMX,FN,FRM,FXB,FXS,YFB,YFM]",12334.0,1.0,1.0,0.0,11,de,3
7209,23111,Blake & Mortimer Vol. 27,Jean Dufaux,Cinebook Ltd,XADC,[YF],12337.0,1.0,0.0,0.0,5,no,15
7210,31985,American Royals,Katherine McGee,Random House LCC US,YNMW,"[YFB,YFM,YNMF]",12339.0,1.0,0.0,0.0,33,en,1
7211,44154,American Royals,Katharine McGee,Penguin Books Ltd (UK),YFCB,"[5AN,5X,1KBB,YFCF,YFM,YNKA,YNMW]",20585.0,1.0,0.0,0.0,33,en,1
7212,79043,American Royals,Katharine Mcgee,Random House LCC US,YNMF,"[YFB,YFM,YNMW]",20585.0,1.0,0.0,0.0,33,en,1
7213,65045,Wayward Witch,Zoraida Cordova,"Sourcebooks, Inc",YFH,[],12341.0,1.0,0.0,0.0,3,en,2
7214,35637,BTS Bist du ein Super-Fan? (DEUTSCHE AUSGABE),Kate Hamilton,Frech Verlag GmbH,YNC,[5JA],12344.0,1.0,0.0,0.0,12,de,1
7215,75459,Realm Breaker,Victoria Aveyard,Harper Collins Publ. USA,YFH,[],12345.0,1.0,0.0,0.0,5,en,0
7216,27341,Kinderklassiker-Soundbuch - Der Zauberer von Oz,L. Frank Baum,Yo Yo Books,YBC,[],12351.0,1.0,0.0,0.0,5,de,3
7217,40289,Red Queen 03. King's Cage,Victoria Aveyard,Orion Publishing Group,YFHR,"[5AN,FM]",12353.0,1.0,0.0,0.0,22,en,0
7218,7993,Unabhängig und inoffiziell: Minecraft Earth Das Gamer-Buch,Tom Phillips,Dorling Kindersley Verlag,YNVU,"[5AJ,UDX,UYW,WZG,YBL,YFC,YNF,YNG,YZG]",12356.0,1.0,0.0,0.0,9,de,2
7219,74034,Die Chroniken von Araluen 11 - Die Legenden des Königreichs,John Flanagan,cbj,YFC,"[5AM,YFC,YFH]",12357.0,1.0,0.0,0.0,11,de,1
7220,35495,Red Queen 2. Glass Sword,Victoria Aveyard,Orion Publishing Group,YFHR,"[5AP,FBA]",12360.0,1.0,0.0,0.0,25,en,0
7221,68034,Meine Anziehpuppen - stickern & träumen: Reiterhof,,Edition Michael Fischer,YBG,[YBL],12364.0,1.0,0.0,0.0,12,de,0
7222,26523,3 of a Kind,Rohan Gavin,Bloomsbury Publishing PLC,YFB,[5AK],12374.0,1.0,0.0,0.0,3,en,1
7223,7588,Punktown,Jeffrey Thomas,Prime,DNT,[FL],12375.0,1.0,0.0,0.0,3,pl,4
7224,14056,Ausmalen mit dem magischen Pinsel. Bauernhoftiere,,Arena Verlag GmbH,YBGC,"[5AB,5AC,YBLL]",12380.0,1.0,0.0,0.0,88,de,1
7225,51653,Carve the Mark,Veronica Roth,Harper Collins Publ. UK,YFG,"[5AP,YFH]",12387.0,1.0,0.0,0.0,18,en,1
7226,66580,Carve the Mark,Veronica Roth,Harper Collins Publ. USA,YFG,"[5AP,YFH,YFM]",166245.0,1.0,1.0,0.0,18,en,1
7227,30089,Tender Earth,Sita Brahmachari,Pan Macmillan,YFB,"[5AK,YFN]",12391.0,1.0,0.0,0.0,1,de,2
7228,33349,Top Secret 04. Der Auftrag,Robert Muchamore,cbt,YFCF,"[5AN,5JB,1DDU-GB-ESL,YFCB]",12407.0,1.0,0.0,0.0,23,de,2
7229,5361,The Secret Journal,Otto Schafer,Sound Eye Press,FM,[],12408.0,1.0,0.0,0.0,1,en,8
7230,67801,Mein Sticker-Meerjungfrauenbuch,,Ars Edition GmbH,YBG,"[5AD,5JA,6FG,YBL]",12409.0,1.0,0.0,0.0,21,de,0
7231,22892,Mein Lieblings-Malbuch - Wilde Tiere,,Esslinger Verlag,YBGC,"[5AD,4CA,YBLL,YNA,YZS]",12413.0,1.0,0.0,0.0,7,de,0
7232,12358,Theodore Boone,John Grisham,Hodder & Stoughton General Division,YFCB,[],12417.0,1.0,0.0,0.0,4,en,2
7233,47365,The School for Good and Evil 01,Soman Chainani,Harper Collins Publ. USA,YXHB,"[5AJ,YFH,YFJ]",12418.0,1.0,0.0,0.0,26,en,2
7234,32320,The School for Good and Evil 01,Soman Chainani,Harper Collins Publ. UK,YFQ,[5AL],92887.0,1.0,0.0,0.0,26,en,2
7235,7238,Auslöschung,Jeff VanderMeer,Kunstmann Antje GmbH,FL,[5AQ],12424.0,2.0,0.0,0.0,11,de,10
7236,46846,Poison Princess 03 - In den Fängen der Nacht,Kresley Cole,cbt,YFHR,"[5AP,5AQ,YFE]",12428.0,1.0,0.0,0.0,86,de,18
7237,31602,Fingerstempeln: Garten,Fiona Watt,Usborne Verlag,YBG,"[5AG,YBL]",12433.0,0.0,1.0,0.0,43,de,3
7238,52551,Die Klinge des Schicksals,Markus Heitz,Knaur HC,FMB,"[FBA,FMT]",12435.0,1.0,0.0,0.0,11,de,10
7239,28321,Embers & Ash,T. M. Goeglein,SPEAK,YFCF,[YFH],12438.0,1.0,0.0,0.0,1,en,3
7240,66799,Magic Water Colouring - Meerjungfrauen,Jenny Copper,Ullmann Medien,YBG,[],12443.0,4.0,0.0,0.0,23,en,0
7241,4468,Die Dampfenden Dschungel - Der Tiefe Süden & die Waldinseln,"Zoe Adamietz, Marc-André Karpienski, Johannes Kaub",Ulisses Spiel & Medien,FM,"[FM,WDHW]",12445.0,0.0,1.0,0.0,9,de,10
7242,7574,Martin Luther - Ein Ausmalbuch,"Ulrike Albers, Johannes Saurer",Evangelisches Medienhaus,YBGC,"[NHDN,QR]",12448.0,0.0,1.0,0.0,7,de,0
7243,12088,Pettersson und Findus. Mein erster Mal- und Rätselspaß,"Sven Nordqvist, Steffi Korda",Edel Kids Books,YBGC,"[YB,YBG,YBGC,YBL]",12452.0,1.0,0.0,0.0,6,de,0
